ts,moneda,venue,vence,dias,iv_atm,straddle_pct,spread_iv,iv_atm_30d,subyacente,n
2026-09-19T21:26:00Z,DOGE,bybit,2026-09-20,0.44,47.81,1.3337,22.685,69.73,0.087836,34
