ts,moneda,venue,vence,dias,iv_atm,straddle_pct,spread_iv,iv_atm_30d,subyacente,n
2026-09-19T21:26:00Z,HYPE,bybit,2026-09-20,0.44,63.4,1.7944,17.685,66.08,91.598305,60
