fecha,moneda,venue,vence,dias,rr25,mariposa25,iv_atm,iv_put25,iv_call25,delta_put,delta_call,oi_calls,oi_puts,n,subyacente
2026-09-19,ETH,bybit,2026-10-30,40.44,-1.8,1.39,49.17,49.66,51.46,-0.2567,0.2526,12658.3,15439.3,48,2637.48
