fecha,moneda,venue,vence,dias,rr25,mariposa25,iv_atm,iv_put25,iv_call25,delta_put,delta_call,oi_calls,oi_puts,n,subyacente
2026-09-19,HYPE,bybit,2026-10-30,40.44,-3.5,0.81,66.08,65.14,68.64,-0.2568,0.2694,1654.0,2373.0,52,92.28
