fecha,moneda,venue,vence,dias,rr25,mariposa25,iv_atm,iv_put25,iv_call25,delta_put,delta_call,oi_calls,oi_puts,n,subyacente
2026-09-19,DOGE,bybit,2026-10-30,40.44,-2.99,3.345,69.75,71.6,74.59,-0.2098,0.2241,532800.0,49200.0,42,0.08836
