fecha,moneda,venue,vence,dias,rr25,mariposa25,iv_atm,iv_put25,iv_call25,delta_put,delta_call,oi_calls,oi_puts,n,subyacente
2026-09-19,ETH,okx,2026-10-30,40.44,-1.0035,1.037,48.9224,49.4577,50.4612,-0.2488,0.2545,0.0,0.0,134,2636.268749
