fecha,moneda,venue,vence,dias,rr25,mariposa25,iv_atm,iv_put25,iv_call25,delta_put,delta_call,oi_calls,oi_puts,n,subyacente
2026-09-19,BTC,okx,2026-10-30,40.44,0.1813,0.8451,34.4382,35.3739,35.1926,-0.2573,0.2569,0.0,0.0,132,81477.2
