fecha,moneda,venue,vence,dias,rr25,mariposa25,iv_atm,iv_put25,iv_call25,delta_put,delta_call,oi_calls,oi_puts,n,subyacente
2026-09-19,BTC,bybit,2026-10-30,40.44,0.62,0.82,34.61,35.74,35.12,-0.2587,0.2751,633.92,1557.56,76,81506.1
