fecha,moneda,venue,vence,dias,rr25,mariposa25,iv_atm,iv_put25,iv_call25,delta_put,delta_call,oi_calls,oi_puts,n,subyacente
2026-09-19,XRP,bybit,2026-10-30,40.44,-1.65,1.945,61.17,62.29,63.94,-0.2363,0.2298,213260.0,17900.0,46,1.4199
