sym,spread,spread_sd,slip,costo,prof_ask,n_ok,qv24,rank
TAOUSDT,0.042562247286654316,0.0,0.08100811269439734,0.28100811269439735,905883.645635,2,18145161.17241,29
EDENUSDT,0.11918078193245493,0.00018832075774649347,0.6297701754508944,0.8297701754508944,108874.39490750001,2,17713698.928904,30
BICOUSDT,0.06122052940619621,0.029008637874086425,1.515647108588819,1.715647108588819,74819.8217628,2,17713639.6981481,31
WLDUSDT,0.024160434037904438,2.0637843373535162e-05,0.11414122416236738,0.3141412241623674,385331.072275,2,16973267.09826,32
ONTUSDT,0.059137698737644934,0.020914129642970996,0.8279020811893467,1.0279020811893467,16673.061609999997,2,16275600.73874,33
PENGUUSDT,0.01041178794782267,6.1323303680690025e-06,0.1163754436113662,0.3163754436113662,297309.875377,2,16178366.266022,34
FDUSDUSDT,0.010014521055529416,0.0,0.010014521055512482,0.2100145210555125,10680633.04735,2,15498556.675,35
AAVEUSDT,0.007866583742242401,3.938218406246825e-06,0.1104713970228266,0.3104713970228266,131541.57496,2,15473033.71713,36
POLUSDT,0.009116190636500227,9.402244722416084e-06,0.2569450120802397,0.4569450120802397,41767.4368025,2,14751986.482937,37
UNIUSDT,0.022729855665424115,0.0,0.0959760468722648,0.2959760468722648,311488.49682999996,2,14320527.77697,38
CRCLBUSDT,0.011030237606080016,1.806647607511521e-05,0.09909557499844235,0.29909557499844236,400549.23270000005,2,14263129.9334,39
EURIUSDT,0.008581112970351308,0.0,0.008581112970373894,0.2085811129703739,762118.00959,2,13528077.34921,40
XPLUSDT,0.01137333322014534,9.146614779252957e-06,0.2981120304824503,0.49811203048245023,257497.3759565,2,13407801.96337,41
PORTALUSDT,0.09339006115799725,0.04404276824370214,0.6582044450900382,0.8582044450900381,81821.1404015,2,13193969.050589,42
XLMUSDT,0.053922952983155525,8.22416515741971e-05,0.07589390289960418,0.2758939028996042,498456.2184,2,13168490.4948,43
SPCXBUSDT,0.007110607229694257,5.0052561642278485e-06,0.05158935441597623,0.25158935441597624,608143.98343,2,13046601.36271,44
ZROUSDT,0.08525150739091694,5.1391235292595164e-05,0.24522502484815578,0.4452250248481558,432188.71287499997,2,12635299.98725,45
HEIUSDT,0.1048341523221394,0.04925798065278263,0.6567785403432114,0.8567785403432113,55894.02794,2,12344915.87791,46
PROMUSDT,0.08221080047079321,0.01677621694354758,0.32280803684981985,0.5228080368498198,76102.309035,2,12199300.56886,47
EURUSDT,0.008580376678535244,0.0,0.008580376678535284,0.2085803766785353,321976.15247,2,11796488.26015,48
PAXGUSDT,0.00021658758045730282,4.345337642712282e-08,0.0033080351960368404,0.20330803519603685,353395.0509545,2,11562951.738908,49
AVAXUSDT,0.013450805875736424,7.675961577208365e-06,0.04077866276474551,0.24077866276474552,393884.891375,2,10747719.8253,50
FETUSDT,0.059347228039780056,7.471482621641415e-05,0.16466797127163701,0.364667971271637,340228.07865000004,2,10291039.89468,51
MUBUSDT,0.005134682787656109,7.8299958090893e-07,0.07176255996216852,0.2717625599621685,342730.708685,2,10023678.83994,52
FFUSDT,0.020975354189807997,3.111025743988931e-06,0.47837895897767657,0.6783789589776765,58339.808846,2,9989945.64862,53
SNXXBUSDT,0.10632014472804352,0.050096110771572784,0.2705579221536636,0.4705579221536636,395556.15835,2,9437360.4501,54
SOXLBUSDT,0.02006790981454916,0.005676608793413537,0.11081323757111683,0.31081323757111684,148646.87792,2,9023484.1237,55
GRAMUSDT,0.07132668524874361,3.597402482399515e-05,0.1383456873947253,0.3383456873947253,424270.987935,2,9013224.98413,56
HBARUSDT,0.012708095518314165,3.4258408375773174e-06,0.08109136521395333,0.28109136521395334,492065.106165,2,8537713.79056,57
MSTRBUSDT,0.007990738099534538,1.083601601544523e-05,0.09491060494413728,0.2949106049441373,424382.90336,2,8365201.50854,58
ONDOUSDT,0.02665600615898784,1.0048590001194379e-05,0.10650088406016778,0.3065008840601678,389419.99424499995,2,7889731.1484,59
STXUSDT,0.03703018467408281,1.939218271524201e-05,0.36225582292290226,0.5622558229229022,106969.281655,2,7078615.25079,60
INJUSDT,0.018065217785940026,9.230629922751793e-06,0.25116601025896856,0.4511660102589686,176156.04543,2,6710376.19286,61
ASTERUSDT,0.1383126525946776,0.00013527221932725083,0.1383126525946743,0.3383126525946743,1723288.3597249999,2,6685834.97536,62
DASHUSDT,0.025393601221966242,4.559671831653676e-06,0.1964209188351551,0.3964209188351551,158594.41068,2,6403695.66815,63
ACEUSDT,0.09272137227629947,0.0,0.4205757325984161,0.620575732598416,111393.338495,2,6222350.9433,64
NVDABUSDT,0.009164853309306472,0.006477856498925218,0.10051700563294408,0.3005170056329441,185870.116835,2,5844205.77315,65
BCHUSDT,0.0372370600609631,5.8828324752764556e-05,0.10915502349932438,0.3091550234993244,357648.0765,2,5800729.585,66
VIRTUALUSDT,0.013356489398307369,1.1353035666823559e-05,0.1988752801616145,0.3988752801616145,183205.80729,2,5773482.76415,67
HEMIUSDT,0.12995473538926994,0.0002388352817181563,0.48830467814902634,0.6883046781490263,153128.108408,2,5628804.933299,68
WLFIUSDT,0.1697794092743073,0.00020382372089747667,0.16977940927429547,0.3697794092742955,469993.43357500003,2,5614090.41422,69
SKHYBUSDT,0.00906426605708762,0.0042755176754184976,0.10213664792630417,0.3021366479263042,364000.731455,2,5558602.698,70
APTUSDT,0.17528483786152513,0.0,0.2691033647493013,0.4691033647493013,411556.52994,2,5485563.72032,71
SUSDT,0.046600777513441854,0.021908629290980437,0.806255643877607,1.006255643877607,48814.8850495,2,5030619.311891,72
DOTUSDT,0.11520741149983668,9.385246764342077e-05,0.2180010676135491,0.4180010676135491,228148.593125,2,4819040.53322,73
GIGGLEUSDT,0.05312085368104123,1.9953315184665568e-05,0.32439134520605983,0.5243913452060598,94103.8952,2,4744085.27324,74
FILUSDT,0.013987981909059057,1.798614621592283e-05,0.148772221064275,0.348772221064275,79126.9946075,2,4728369.82689,75
