hipotesis,n,wr,margen,p_indep,p,wr_pareado,vs_pareado,margen_sin_top3,margen_sin_top1,semanas_todas,semanas,sem_ok,fdr_ok,veredicto,lado
efic_h bajo,21450,51.972027972027966,0.7220279720279734,0.017482248390935227,0.5455,51.3787631791631,0.5932647928648649,0.4734812416682601,0.6241475803038128,49,49,0.5510204081632653,False,muere en la correccion (FDR q=0.05),corto
tk_frac alto,38795,51.94226060059286,0.6922606005928671,0.0032366722389689318,0.543,51.37478354132272,0.5674770592701393,0.5002687678632327,0.6197881597348172,49,49,0.5510204081632653,False,muere en la correccion (FDR q=0.05),corto
vr_h bajo | vol,21465,51.89843931982296,0.6484393198229697,0.02912476290041015,0.605,51.343434605329044,0.5550047144939185,0.39187615834244127,0.5519076258046383,49,49,0.5306122448979592,False,muere en la correccion (FDR q=0.05),corto
tam_24 alto,18303,51.833032836147076,0.5830328361470833,0.058131636646284984,0.5775,51.77215166340022,0.06088117274685345,-0.25893438258091095,0.2905375014056091,49,49,0.46938775510204084,False,muere en la correccion (FDR q=0.05),corto
v_h alto | vol,21615,51.82512144344206,0.5751214434420646,0.04601198237598522,0.437,52.40783653059435,-0.5827150871522946,-0.05092896450748441,0.3387404580152733,49,49,0.5510204081632653,False,muere en la correccion (FDR q=0.05),corto
vr_h bajo,21423,51.79013210101293,0.5401321010129365,0.057651389597967104,0.551,51.35657767974959,0.433554421263338,0.27208089181078066,0.42946483252462286,49,49,0.5510204081632653,False,muere en la correccion (FDR q=0.05),corto
vr_h alto,22883,51.78079797229385,0.5307979722938541,0.054823794295648806,0.5065,51.31194021156546,0.46885776072839036,0.2846181299072157,0.4339093110279606,49,49,0.5714285714285714,False,muere en la correccion (FDR q=0.05),corto
vr_h alto | vol,22744,51.55205768554344,0.3020576855434456,0.18280548305689406,0.521,51.301590779725956,0.25046690581748265,0.049546617587651554,0.20514950166113977,49,49,0.5714285714285714,False,muere en la correccion (FDR q=0.05),corto
tk_frac alto | vol,21373,51.52762831609975,0.2776283160997579,0.21036098624277302,0.6305,51.35785956946134,0.16976874663841102,0.043926661573728154,0.19337179185308173,49,49,0.4897959183673469,False,muere en la correccion (FDR q=0.05),corto
vr_h_24 bajo | vol,19928,51.44018466479325,0.19018466479325724,0.2980434295408032,0.6225,51.22892108659038,0.21126357820286756,-0.300256197919353,-0.021857853443407294,49,49,0.5306122448979592,False,muere en la correccion (FDR q=0.05),corto
camino alto,23448,51.428693278744454,0.17869327874446128,0.2942898814182857,0.811,50.918593610818675,0.510099667925779,-0.010511562718981793,0.10820510616350987,49,49,0.46938775510204084,False,muere en la correccion (FDR q=0.05),corto
efic_h_24 bajo,19936,51.37439807383628,0.12439807383628931,0.36530557484147513,0.5225,51.68366990975664,-0.3092718359203559,-0.41883530723882956,-0.12738363748205472,49,49,0.5510204081632653,False,muere en la correccion (FDR q=0.05),corto
tk_frac bajo,31249,51.29764152452878,0.04764152452878534,0.43532634908519136,0.618,51.18615950917437,0.1114820153544116,-0.2485344406448391,-0.05373530832392959,49,49,0.5102040816326531,False,muere en la correccion (FDR q=0.05),corto
ac1_5m bajo | vol,19841,51.287737513230184,0.0377375132301907,0.4604721306952256,0.5675,51.29631794313397,-0.00858042990378749,-0.509456579648365,-0.19935205741132478,49,48,0.5416666666666666,False,muere en la correccion (FDR q=0.05),corto
efic_h alto,22652,51.214020837012185,-0.035979162987807456,0.5457701718287744,1.0,51.2366051858665,-0.02258434885431626,-0.28971573786711957,-0.12940234791888372,49,49,0.5714285714285714,False,no cruza el umbral,corto
efic_h alto | vol,22566,51.143312948683864,-0.1066870513161291,0.6282755097190976,1.0,51.238008275020206,-0.09469532633634259,-0.36654390166749096,-0.20744965843639562,49,49,0.5714285714285714,False,no cruza el umbral,corto
tam alto,18830,51.11524163568774,-0.13475836431225474,0.6470034100009642,1.0,51.712990664702,-0.5977490290142597,-0.722037543996862,-0.3413992990024184,49,49,0.5306122448979592,False,no cruza el umbral,corto
v_h bajo | vol,22281,50.949239262151615,-0.3007607378483783,0.8172308908995727,1.0,50.204247349038155,0.7449919131134592,-0.8487698813127551,-0.5022979832624443,49,49,0.4489795918367347,False,no cruza el umbral,corto
tk_frac bajo | vol,15714,50.91638029782359,-0.33361970217639936,0.8008503671616448,1.0,51.02163635078537,-0.10525605296177787,-0.7009778441946466,-0.48145894709875137,49,49,0.5306122448979592,False,no cruza el umbral,corto
tam bajo,23120,50.882352941176464,-0.367647058823529,0.8696974875127239,1.0,50.77359594782459,0.10875699335187505,-0.8934817704829712,-0.5946144404015499,49,49,0.5306122448979592,False,no cruza el umbral,corto
tk_frac_24 alto | vol,22295,50.85893698138596,-0.3910630186140338,0.8799819884446358,1.0,51.24556318103273,-0.3866261996467699,-0.7024788615256554,-0.5052180015393617,49,49,0.46938775510204084,False,no cruza el umbral,corto
vr_h_24 alto,23027,50.77951969427195,-0.4704803057280458,0.9243440837696473,1.0,51.11126424140361,-0.3317445471316631,-0.752929167406343,-0.5789617486338727,49,49,0.5306122448979592,False,no cruza el umbral,corto
tam bajo | vol,22955,50.6904813766064,-0.5595186233935934,0.9556762206959432,1.0,50.77681515380845,-0.08633377720205004,-1.0806003523512544,-0.7928243296965363,49,49,0.4897959183673469,False,no cruza el umbral,corto
tk_frac_24 alto,22004,50.63624795491729,-0.6137520450827054,0.9662373098673904,1.0,51.2496292533902,-0.613381298472909,-0.9638299868643116,-0.73932646301067,49,49,0.46938775510204084,False,no cruza el umbral,corto
tk_frac_24 bajo | vol,21489,50.52352366326958,-0.7264763367304141,0.9837169182000545,1.0,50.85795079057998,-0.3344271273103985,-1.173809523809517,-0.9161651307127983,49,49,0.5306122448979592,False,no cruza el umbral,corto
roll_sp bajo,37108,50.52010348172901,-0.7298965182709836,0.9975848258655516,1.0,51.32844494120514,-0.8083414594761322,-0.9660487085676763,-0.811901671263989,49,49,0.5306122448979592,False,no cruza el umbral,corto
vr_h_24 alto | vol,22804,50.47360112261007,-0.7763988773899229,0.9906695376220997,1.0,51.19582533204587,-0.7222242094358009,-1.081210334428583,-0.8920996818663767,49,49,0.5102040816326531,False,no cruza el umbral,corto
v_h bajo,21570,50.3894297635605,-0.8605702364394929,0.9943839481355341,1.0,50.49378736151952,-0.104357597959023,-1.6442544322233914,-1.147594665396518,49,49,0.42857142857142855,False,no cruza el umbral,corto
centro alto | vol,21843,50.345648491507575,-0.9043515084924181,0.9963271810509002,1.0,51.30085464457637,-0.9552061530687936,-1.1891955098222553,-1.0096820408540523,49,49,0.46938775510204084,False,no cruza el umbral,corto
tam_24 bajo,23338,50.308509726626106,-0.941490273373887,0.9980369256466955,1.0,50.79219027184746,-0.48368054522135395,-1.580033003300322,-1.239122394813549,49,49,0.5306122448979592,False,no cruza el umbral,corto
centro bajo | vol,22128,50.27566883586406,-0.9743311641359327,0.9981716988491758,1.0,51.16605117119691,-0.8903823353328519,-1.2546176579238946,-1.0725336730979151,49,49,0.5306122448979592,False,no cruza el umbral,corto
centro bajo,22087,50.255806583057904,-0.994193416942089,0.9984754038310153,1.0,51.16153994852009,-0.9057333654621829,-1.2661864681126502,-1.092717118759964,49,49,0.5306122448979592,False,no cruza el umbral,corto
tam_24 bajo | vol,23264,50.227819807427785,-1.0221801925722076,0.9991130947001329,1.0,50.86887294979855,-0.6410531423707653,-1.6205367168201121,-1.3024246395805932,49,49,0.5102040816326531,False,no cruza el umbral,corto
roll_sp alto | vol,23285,50.18681554648916,-1.0631844535108357,0.999427596479971,1.0,51.387425576051804,-1.2006100295626467,-1.5831507849580078,-1.3027518902760633,49,48,0.5625,False,no cruza el umbral,corto
centro alto,21787,50.162941203469956,-1.0870587965300373,0.9993520116464506,1.0,51.338064960403315,-1.1751237569333597,-1.3742556383926399,-1.1967173238196693,49,49,0.4897959183673469,False,no cruza el umbral,corto
ac1_5m alto,22998,50.121749717366725,-1.1282502826332674,0.9996978418906747,1.0,51.292192435484594,-1.1704427181178687,-1.4064910733965093,-1.2259856787320444,49,49,0.5306122448979592,False,no cruza el umbral,corto
vr_h_24 bajo,19288,49.92223143923683,-1.327768560763161,0.999890660270045,1.0,51.307434561437404,-1.385203122200572,-1.929851668726812,-1.6222612210167995,49,49,0.5714285714285714,False,no cruza el umbral,corto
tk_frac_24 bajo,22198,49.86485268943148,-1.385147310568513,0.9999822881300431,1.0,50.96056455406177,-1.0957118646302888,-1.8466917016080657,-1.5615193960616622,49,49,0.5510204081632653,False,no cruza el umbral,corto
roll_sp bajo | vol,27263,49.84044309136926,-1.4095569086307336,0.9999984364987853,1.0,51.534479401870804,-1.694036310501545,-1.7391631547260644,-1.5245733977075844,49,49,0.4897959183673469,False,no cruza el umbral,corto
camino bajo,17756,49.814147330479834,-1.435852669520159,0.9999372938831811,1.0,51.39383338939351,-1.5796860589136728,-2.0795714369467007,-1.6596029127318133,49,49,0.5102040816326531,False,no cruza el umbral,corto
ac1_5m alto | vol,22852,49.77682478557676,-1.473175214423236,0.9999959395523508,1.0,51.39548095180857,-1.6186561662318155,-1.8068227559372048,-1.601926799225751,49,49,0.5306122448979592,False,no cruza el umbral,corto
ac1_5m bajo,19165,49.75215236107488,-1.4978476389251156,0.9999837849406529,1.0,51.288009141907274,-1.5358567808323969,-2.208661199157696,-1.8210761971151186,49,48,0.5833333333333334,False,no cruza el umbral,corto
chop bajo | vol,22634,49.306353273835825,-1.9436467261641681,0.9999999976400078,1.0,50.74969235145532,-1.4433390776194983,-2.363355676966158,-2.1156743265728224,49,49,0.4897959183673469,False,no cruza el umbral,corto
efic_h_24 alto,22601,48.940312375558605,-2.3096876244413878,0.9999999999982174,1.0,50.78288037165907,-1.8425679961004633,-2.553563373928725,-2.396297948260475,49,49,0.5102040816326531,False,no cruza el umbral,corto
chop bajo,22665,48.93889256562983,-2.3111074343701645,0.9999999999983871,1.0,50.810209370312045,-1.8713168046822162,-2.7472256614848405,-2.4855108275676088,49,49,0.5102040816326531,False,no cruza el umbral,corto
efic_h_24 alto | vol,22492,48.67508447447981,-2.5749155255201828,0.9999999999999947,1.0,50.81391588477383,-2.138831410294017,-2.8757374125394364,-2.6890746884246326,49,49,0.4897959183673469,False,no cruza el umbral,corto
cambios bajo | vol,21305,48.58014550574982,-2.669854494250174,0.999999999999997,1.0,51.09398308309232,-2.5138375773424997,-3.0911939716138974,-2.8136122051914683,49,49,0.5102040816326531,False,no cruza el umbral,corto
hhi alto | vol,21723,48.506191594162864,-2.743808405837129,0.9999999999999998,1.0,50.65138600602257,-2.1451944118597055,-3.1023830010994686,-2.878036601792921,49,49,0.46938775510204084,False,no cruza el umbral,corto
tk_sd alto | vol,22000,48.404545454545456,-2.845454545454537,1.0,1.0,50.73009510722878,-2.3255496526833213,-3.430558872701212,-3.059119438803755,49,49,0.5102040816326531,False,no cruza el umbral,corto
camino alto | vol,23308,48.33104513471769,-2.918954865282302,1.0,1.0,51.28749672752343,-2.9564515928057418,-3.196743748083904,-3.0209996117174995,49,49,0.4897959183673469,False,no cruza el umbral,corto
cambios bajo,23508,48.29419771992513,-2.955802280074863,1.0,1.0,51.13297693264026,-2.8387792127151315,-3.3629844536894993,-3.093258571796852,49,49,0.5306122448979592,False,no cruza el umbral,corto
centro_24 bajo | vol,22481,48.12063520306037,-3.129364796939626,1.0,1.0,51.15569977112724,-3.035064568066872,-3.418015553646512,-3.2290688313430778,49,49,0.46938775510204084,False,no cruza el umbral,corto
chop_24 bajo | vol,22729,47.95635531699591,-3.293644683004082,1.0,1.0,50.435471094217895,-2.4791157772219847,-3.9450517836593733,-3.55581977189739,49,49,0.46938775510204084,False,no cruza el umbral,corto
centro_24 bajo,22479,47.942524133635835,-3.3074758663641575,1.0,1.0,51.19280368047481,-3.250279546838975,-3.6095607586895326,-3.413386091557186,49,49,0.4489795918367347,False,no cruza el umbral,corto
hhi alto,21409,47.80232612452707,-3.4476738754729226,1.0,1.0,50.711793889735546,-2.9094677652084755,-3.854191995331419,-3.585656432473151,49,49,0.46938775510204084,False,no cruza el umbral,corto
hhi_24 alto | vol,21522,47.727906328408146,-3.522093671591847,1.0,1.0,50.52466061123483,-2.796754282826683,-4.152814553299983,-3.824564543068476,49,49,0.4489795918367347,False,no cruza el umbral,corto
tk_sd alto,21662,47.668728649247534,-3.581271350752459,1.0,1.0,50.801736856968205,-3.133008207720671,-4.222137717900424,-3.816379955123402,49,49,0.5306122448979592,False,no cruza el umbral,corto
cambios_24 bajo | vol,20959,47.60723316952144,-3.64276683047855,1.0,1.0,51.10617383672908,-3.498940667207634,-4.140358888285526,-3.7856425222466683,49,49,0.4897959183673469,False,no cruza el umbral,corto
tk_sd_24 alto | vol,22219,47.56739727260453,-3.6826027273954622,1.0,1.0,50.69765779184827,-3.130260519243741,-4.440982317334729,-3.96603799686433,49,49,0.4489795918367347,False,no cruza el umbral,corto
amihud alto,23294,47.14948055293209,-4.100519447067903,1.0,1.0,50.70316934750419,-3.5536887945721034,-4.7750169798505695,-4.3431428073538285,49,49,0.4897959183673469,False,no cruza el umbral,corto
amihud alto | vol,23194,47.05096145554885,-4.199038544451142,1.0,1.0,50.64077127533421,-3.5898098197853585,-4.8220786312340636,-4.444846174073092,49,49,0.42857142857142855,False,no cruza el umbral,corto
chop_24 bajo,22642,46.6169066336896,-4.633093366310391,1.0,1.0,50.417088693221544,-3.8001820595319415,-5.368350819068645,-4.955211726384363,49,49,0.4897959183673469,False,no cruza el umbral,corto
amihud_24 alto | vol,23366,46.567662415475475,-4.682337584524518,1.0,1.0,50.780881491272275,-4.2132190757968,-5.373641610677723,-4.97925152192002,49,49,0.46938775510204084,False,no cruza el umbral,corto
amihud_24 alto,23400,46.26923076923077,-4.980769230769226,1.0,1.0,50.87587985343034,-4.606649084199574,-5.755176545051761,-5.283951697584875,49,49,0.4897959183673469,False,no cruza el umbral,corto
cambios_24 bajo,19873,46.137976148543245,-5.1120238514567475,1.0,1.0,51.10244627158905,-4.964470123045807,-5.670248427836384,-5.2751350123656096,49,49,0.5102040816326531,False,no cruza el umbral,corto
tk_sd_24 alto,21593,46.079748066503036,-5.1702519334969566,1.0,1.0,50.72019551195809,-4.640447445455052,-5.99808564600302,-5.507641921397372,49,49,0.4897959183673469,False,no cruza el umbral,corto
hhi_24 alto,20886,45.89677295796227,-5.353227042037723,1.0,1.0,50.600359229819844,-4.703586271857574,-6.055440685566232,-5.726621269482266,49,49,0.4897959183673469,False,no cruza el umbral,corto
